antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
5804667,5804663,0.003,0.005,0.002,0.704,136.017,0.002,3.358,0.996
5804663,5804667,0.005,0.003,0.002,0.390,136.017,0.002,1.636,0.998
5809910,5809908,0.068,0.005,0.002,0.032,6.802,0.002,1.028,0.916
5809908,5809910,0.005,0.068,0.002,0.466,6.802,0.002,1.743,0.857
5809912,5809908,0.032,0.005,0.002,0.063,13.613,0.002,1.063,0.957
5809908,5809912,0.005,0.032,0.002,0.435,13.613,0.002,1.714,0.931
5809910,5809911,0.068,0.014,0.008,0.122,8.512,0.007,1.123,0.947
5809911,5809910,0.014,0.068,0.008,0.583,8.512,0.007,2.232,0.895
5809910,5809912,0.068,0.032,0.016,0.237,7.400,0.014,1.268,0.928
5809912,5809910,0.032,0.068,0.016,0.507,7.400,0.014,1.888,0.893
5809910,5814046,0.068,0.009,0.003,0.041,4.443,0.002,1.033,0.832
5814046,5809910,0.009,0.068,0.003,0.304,4.443,0.002,1.339,0.782
5815662,5809910,0.024,0.068,0.002,0.098,1.432,0.001,1.033,0.309
5809910,5815662,0.068,0.024,0.002,0.034,1.432,0.001,1.011,0.324
5809910,5816166,0.068,0.010,0.005,0.068,7.089,0.004,1.063,0.922
5816166,5809910,0.010,0.068,0.005,0.485,7.089,0.004,1.810,0.867
5816169,5809910,0.005,0.068,0.003,0.500,7.303,0.002,1.863,0.868
5809910,5816169,0.068,0.005,0.003,0.039,7.303,0.002,1.035,0.927
5809910,5816170,0.068,0.017,0.009,0.130,7.670,0.008,1.130,0.934
5816170,5809910,0.017,0.068,0.009,0.525,7.670,0.008,1.962,0.885
5809910,5816172,0.068,0.010,0.005,0.070,7.385,0.004,1.065,0.928
5816172,5809910,0.010,0.068,0.005,0.506,7.385,0.004,1.884,0.873
5809910,5816178,0.068,0.007,0.003,0.047,6.847,0.003,1.042,0.917
5816178,5809910,0.007,0.068,0.003,0.469,6.847,0.003,1.753,0.860
5809910,5849033,0.068,0.022,0.003,0.040,1.788,0.001,1.018,0.473
5849033,5809910,0.022,0.068,0.003,0.122,1.788,0.001,1.061,0.451
5809910,5854812,0.068,0.007,0.003,0.045,6.653,0.003,1.040,0.912
5854812,5809910,0.007,0.068,0.003,0.455,6.653,0.003,1.711,0.855
5809910,5854827,0.068,0.005,0.002,0.033,6.573,0.002,1.029,0.910
5854827,5809910,0.005,0.068,0.002,0.450,6.573,0.002,1.694,0.852
5809910,5854897,0.068,0.036,0.004,0.054,1.485,0.001,1.019,0.351
5854897,5809910,0.036,0.068,0.004,0.102,1.485,0.001,1.037,0.339
5809910,5862943,0.068,0.011,0.002,0.031,2.730,0.001,1.020,0.680
5862943,5809910,0.011,0.068,0.002,0.187,2.730,0.001,1.146,0.641
5809912,5809911,0.032,0.014,0.007,0.210,14.600,0.006,1.247,0.962
5809911,5809912,0.014,0.032,0.007,0.467,14.600,0.006,1.815,0.945
5809911,5816166,0.014,0.010,0.002,0.170,17.676,0.002,1.194,0.957
5816166,5809911,0.010,0.014,0.002,0.254,17.676,0.002,1.321,0.953
5816170,5809911,0.017,0.014,0.004,0.249,17.347,0.004,1.312,0.959
5809911,5816170,0.014,0.017,0.004,0.294,17.347,0.004,1.392,0.956
5809911,5816172,0.014,0.010,0.002,0.146,15.283,0.002,1.159,0.948
5816172,5809911,0.010,0.014,0.002,0.219,15.283,0.002,1.263,0.944
5816178,5809911,0.007,0.014,0.002,0.312,21.775,0.002,1.434,0.961
5809911,5816178,0.014,0.007,0.002,0.148,21.775,0.002,1.166,0.968
5809912,5816166,0.032,0.010,0.003,0.084,8.742,0.002,1.081,0.915
5816166,5809912,0.010,0.032,0.003,0.279,8.742,0.002,1.343,0.894
5809912,5816170,0.032,0.017,0.006,0.192,11.323,0.006,1.216,0.942
5816170,5809912,0.017,0.032,0.006,0.362,11.323,0.006,1.517,0.927
5809912,5816172,0.032,0.010,0.004,0.130,13.608,0.004,1.138,0.957
5816172,5809912,0.010,0.032,0.004,0.435,13.608,0.004,1.713,0.935
5809912,5816178,0.032,0.007,0.003,0.103,15.154,0.003,1.107,0.965
5816178,5809912,0.007,0.032,0.003,0.484,15.154,0.003,1.877,0.940
5814517,5814516,0.002,0.002,0.002,0.899,367.494,0.002,9.833,1.000
5814516,5814517,0.002,0.002,0.002,0.899,367.494,0.002,9.833,1.000
5815662,5854897,0.024,0.036,0.002,0.091,2.500,0.001,1.060,0.615
5854897,5815662,0.036,0.024,0.002,0.060,2.500,0.001,1.038,0.623
5816170,5816166,0.017,0.010,0.003,0.190,19.752,0.003,1.223,0.966
5816166,5816170,0.010,0.017,0.003,0.335,19.752,0.003,1.477,0.959
5816169,5816170,0.005,0.017,0.002,0.400,23.615,0.002,1.638,0.963
5816170,5816169,0.017,0.005,0.002,0.126,23.615,0.002,1.137,0.974
5816170,5816172,0.017,0.010,0.003,0.161,16.899,0.003,1.181,0.957
5816172,5816170,0.010,0.017,0.003,0.286,16.899,0.003,1.377,0.950
5816178,5816170,0.007,0.017,0.002,0.365,21.524,0.002,1.547,0.960
5816170,5816178,0.017,0.007,0.002,0.146,21.524,0.002,1.164,0.970
5836489,5836488,0.004,0.004,0.002,0.590,154.165,0.002,2.430,0.997
5836488,5836489,0.004,0.004,0.002,0.546,154.165,0.002,2.196,0.997
5843836,5854897,0.016,0.036,0.002,0.131,3.617,0.002,1.109,0.735
5854897,5843836,0.036,0.016,0.002,0.058,3.617,0.002,1.044,0.751
5862936,5862943,0.004,0.011,0.003,0.676,59.446,0.002,3.053,0.987
5862943,5862936,0.011,0.004,0.003,0.221,59.446,0.002,1.279,0.994
"5809910, 5809911",5809912,0.008,0.032,0.005,0.585,18.294,0.005,2.331,0.953
"5809910, 5809912",5809911,0.016,0.014,0.005,0.302,21.041,0.005,1.412,0.968
"5809912, 5809911",5809910,0.007,0.068,0.005,0.730,10.665,0.004,3.452,0.912
5809910,"5809912, 5809911",0.068,0.007,0.005,0.071,10.665,0.004,1.070,0.973
5809911,"5809910, 5809912",0.014,0.016,0.005,0.341,21.041,0.005,1.492,0.966
5809912,"5809910, 5809911",0.032,0.008,0.005,0.153,18.294,0.005,1.171,0.977
"5809910, 5816170",5809911,0.009,0.014,0.003,0.323,22.486,0.003,1.455,0.964
"5809910, 5809911",5816170,0.008,0.017,0.003,0.343,20.263,0.003,1.497,0.959
"5816170, 5809911",5809910,0.004,0.068,0.003,0.681,9.942,0.003,2.917,0.903
5809910,"5816170, 5809911",0.068,0.004,0.003,0.042,9.942,0.003,1.039,0.966
5816170,"5809910, 5809911",0.017,0.008,0.003,0.169,20.263,0.003,1.194,0.967
5809911,"5809910, 5816170",0.014,0.009,0.003,0.200,22.486,0.003,1.239,0.969
"5809910, 5816170",5809912,0.009,0.032,0.004,0.482,15.082,0.004,1.869,0.942
"5809910, 5809912",5816170,0.016,0.017,0.004,0.265,15.631,0.004,1.337,0.951
"5809912, 5816170",5809910,0.006,0.068,0.004,0.699,10.216,0.004,3.099,0.908
5809910,"5809912, 5816170",0.068,0.006,0.004,0.063,10.216,0.004,1.060,0.968
5816170,"5809910, 5809912",0.017,0.016,0.004,0.253,15.631,0.004,1.317,0.952
5809912,"5809910, 5816170",0.032,0.009,0.004,0.134,15.082,0.004,1.145,0.965
"5809910, 5816172",5809912,0.005,0.032,0.003,0.566,17.713,0.003,2.231,0.948
"5809910, 5809912",5816172,0.016,0.010,0.003,0.168,17.676,0.003,1.191,0.959
"5809912, 5816172",5809910,0.004,0.068,0.003,0.658,9.613,0.002,2.725,0.900
5809910,"5809912, 5816172",0.068,0.004,0.003,0.040,9.613,0.002,1.037,0.962
5816172,"5809910, 5809912",0.010,0.016,0.003,0.286,17.676,0.003,1.378,0.953
5809912,"5809910, 5816172",0.032,0.005,0.003,0.085,17.713,0.003,1.088,0.975
"5809910, 5816178",5809912,0.003,0.032,0.002,0.711,22.248,0.002,3.351,0.958
"5809910, 5809912",5816178,0.016,0.007,0.002,0.140,20.584,0.002,1.155,0.967
"5809912, 5816178",5809910,0.003,0.068,0.002,0.688,10.052,0.002,2.987,0.903
5809910,"5809912, 5816178",0.068,0.003,0.002,0.033,10.052,0.002,1.031,0.967
5816178,"5809910, 5809912",0.007,0.016,0.002,0.333,20.584,0.002,1.476,0.958
5809912,"5809910, 5816178",0.032,0.003,0.002,0.071,22.248,0.002,1.073,0.987
"5809910, 5816170",5816166,0.009,0.010,0.002,0.251,26.041,0.002,1.322,0.970
"5809910, 5816166",5816170,0.005,0.017,0.002,0.477,28.177,0.002,1.881,0.969
"5816170, 5816166",5809910,0.003,0.068,0.002,0.692,10.112,0.002,3.027,0.904
5809910,"5816170, 5816166",0.068,0.003,0.002,0.033,10.112,0.002,1.030,0.967
5816170,"5809910, 5816166",0.017,0.005,0.002,0.132,28.177,0.002,1.146,0.981
5816166,"5809910, 5816170",0.010,0.009,0.002,0.232,26.041,0.002,1.290,0.971
"5809910, 5816170",5816172,0.009,0.010,0.002,0.231,24.241,0.002,1.288,0.967
"5809910, 5816172",5816170,0.005,0.017,0.002,0.426,25.178,0.002,1.714,0.965
"5816170, 5816172",5809910,0.003,0.068,0.002,0.753,11.002,0.002,3.775,0.912
5809910,"5816170, 5816172",0.068,0.003,0.002,0.030,11.002,0.002,1.028,0.976
5816170,"5809910, 5816172",0.017,0.005,0.002,0.121,25.178,0.002,1.133,0.977
5816172,"5809910, 5816170",0.010,0.009,0.002,0.216,24.241,0.002,1.264,0.968
"5809912, 5816170",5809911,0.006,0.014,0.003,0.422,29.402,0.002,1.705,0.972
"5809912, 5809911",5816170,0.007,0.017,0.003,0.386,22.803,0.002,1.602,0.963
"5816170, 5809911",5809912,0.004,0.032,0.003,0.613,19.192,0.002,2.504,0.952
5809912,"5816170, 5809911",0.032,0.004,0.003,0.081,19.192,0.002,1.083,0.979
5816170,"5809912, 5809911",0.017,0.007,0.003,0.153,22.803,0.002,1.172,0.973
5809911,"5809912, 5816170",0.014,0.006,0.003,0.180,29.402,0.002,1.212,0.980
"5809910, 5816170, 5809911",5809912,0.003,0.032,0.002,0.741,23.175,0.002,3.734,0.960
"5809910, 5816170, 5809912",5809911,0.004,0.014,0.002,0.496,34.552,0.002,1.955,0.975
"5809910, 5809911, 5809912",5816170,0.005,0.017,0.002,0.435,25.669,0.002,1.739,0.966
"5809912, 5816170, 5809911",5809910,0.003,0.068,0.002,0.822,12.005,0.002,5.231,0.919
"5809910, 5816170","5809912, 5809911",0.009,0.007,0.002,0.239,35.692,0.002,1.305,0.981
"5809910, 5809911","5809912, 5816170",0.008,0.006,0.002,0.254,41.472,0.002,1.333,0.984
"5809910, 5809912","5816170, 5809911",0.016,0.004,0.002,0.131,31.135,0.002,1.146,0.984
"5816170, 5809911","5809910, 5809912",0.004,0.016,0.002,0.504,31.135,0.002,1.984,0.972
"5809912, 5816170","5809910, 5809911",0.006,0.008,0.002,0.347,41.472,0.002,1.518,0.982
"5809912, 5809911","5809910, 5816170",0.007,0.009,0.002,0.317,35.692,0.002,1.452,0.979
5809910,"5809912, 5816170, 5809911",0.068,0.003,0.002,0.031,12.005,0.002,1.029,0.984
5816170,"5809910, 5809911, 5809912",0.017,0.005,0.002,0.126,25.669,0.002,1.138,0.978
5809911,"5809910, 5816170, 5809912",0.014,0.004,0.002,0.148,34.552,0.002,1.169,0.985
5809912,"5809910, 5816170, 5809911",0.032,0.003,0.002,0.067,23.175,0.002,1.068,0.988
